#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
1514_g               -           1356 3154at5794           -            891         0 1436.1  34.1   1   4  5.5e-192  3.9e-189  629.2   9.6     1   360   208   589   208   614 0.94 -
1514_g               -           1356 3154at5794           -            891         0 1436.1  34.1   2   4   1.4e-19   9.8e-17   58.7   0.2   359   440   624   745   618   750 0.81 -
1514_g               -           1356 3154at5794           -            891         0 1436.1  34.1   3   4  8.6e-180  6.1e-177  588.8   2.5   436   783   778  1187   772  1200 0.90 -
1514_g               -           1356 3154at5794           -            891         0 1436.1  34.1   4   4   6.2e-52   4.4e-49  165.8   1.6   786   891  1240  1348  1226  1348 0.94 -
2735_g               -           1197 3154at5794           -            891  4.2e-144  480.2  20.2   1   4   7.4e-72   5.3e-69  231.7   5.8     2   344    14   385    13   392 0.86 -
2735_g               -           1197 3154at5794           -            891  4.2e-144  480.2  20.2   2   4      0.25   1.8e+02   -1.7   0.0   408   456   639   689   634   699 0.81 -
2735_g               -           1197 3154at5794           -            891  4.2e-144  480.2  20.2   3   4     6e-17   4.2e-14   50.0   0.0   437   519   700   787   696   807 0.85 -
2735_g               -           1197 3154at5794           -            891  4.2e-144  480.2  20.2   4   4   9.3e-62   6.6e-59  198.3   6.2   547   886   852  1179   832  1184 0.84 -
2783_g               -           1679 3154at5794           -            891   1.4e-21   74.8   2.5   1   4     0.001      0.74    6.2   0.0    23   162   434   582   427   589 0.63 -
2783_g               -           1679 3154at5794           -            891   1.4e-21   74.8   2.5   2   4     0.005       3.5    4.0   0.1   308   335   786   814   667   821 0.58 -
2783_g               -           1679 3154at5794           -            891   1.4e-21   74.8   2.5   3   4   5.9e-08   4.2e-05   20.3   0.2   437   519  1061  1146  1056  1165 0.87 -
2783_g               -           1679 3154at5794           -            891   1.4e-21   74.8   2.5   4   4   3.7e-14   2.6e-11   40.8   0.0   540   595  1280  1335  1263  1340 0.93 -
261_g                -           1915 3154at5794           -            891   6.8e-18   62.6   3.7   1   4   7.5e-11   5.3e-08   29.8   0.5    13   166   369   528   355   544 0.80 -
261_g                -           1915 3154at5794           -            891   6.8e-18   62.6   3.7   2   4     0.033        23    1.2   0.0   264   327   683   747   654   758 0.76 -
261_g                -           1915 3154at5794           -            891   6.8e-18   62.6   3.7   3   4      0.98   6.9e+02   -3.6   0.0   495   520  1271  1296  1250  1319 0.74 -
261_g                -           1915 3154at5794           -            891   6.8e-18   62.6   3.7   4   4   6.5e-11   4.6e-08   30.1   0.0   543   641  1557  1653  1535  1713 0.77 -
2177_g               -           1515 3154at5794           -            891   6.9e-12   42.7   0.5   1   3     0.012       8.2    2.7   0.0   300   327   619   646   598   655 0.82 -
2177_g               -           1515 3154at5794           -            891   6.9e-12   42.7   0.5   2   3   8.1e-07   0.00058   16.5   0.0   455   521   967  1034   953  1063 0.85 -
2177_g               -           1515 3154at5794           -            891   6.9e-12   42.7   0.5   3   3   1.4e-07   9.9e-05   19.0   0.0   549   653  1145  1249  1130  1292 0.79 -
3745_g               -           2069 3154at5794           -            891   4.5e-09   33.4   2.3   1   2    0.0032       2.3    4.6   0.1   195   335  1292  1445  1223  1497 0.70 -
3745_g               -           2069 3154at5794           -            891   4.5e-09   33.4   2.3   2   2     2e-10   1.4e-07   28.4   0.3   545   635  1926  2016  1908  2038 0.83 -
4255_g               -           1708 3154at5794           -            891   3.8e-07   27.0   0.5   1   3     0.008       5.7    3.3   0.0   305   331   497   523   478   540 0.79 -
4255_g               -           1708 3154at5794           -            891   3.8e-07   27.0   0.5   2   3     2e-06    0.0014   15.2   0.1   466   543  1042  1121  1032  1129 0.86 -
4255_g               -           1708 3154at5794           -            891   3.8e-07   27.0   0.5   3   3    0.0035       2.5    4.5   0.0   547   603  1258  1314  1248  1329 0.78 -
799_g                -           1670 3154at5794           -            891   0.00029   17.5   4.6   1   2   3.5e-05     0.025   11.1   0.0   113   162   423   472   416   479 0.85 -
799_g                -           1670 3154at5794           -            891   0.00029   17.5   4.6   2   2    0.0011      0.76    6.2   2.1   603   675  1192  1264  1185  1273 0.94 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/3154at5794.hmm
# Target file:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pv_new.faa
# Option settings: hmmsearch --domtblout /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pv/run_apicomplexa_odb10/hmmer_output/initial_run_results/3154at5794.out --cpu 1 /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/3154at5794.hmm /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pv_new.faa 
# Current dir:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed
# Date:            Wed Mar  1 19:31:47 2023
# [ok]
