#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
2735_g               -           1197 4086at5794           -            801         0 1325.2  22.0   1   4  1.2e-168  8.3e-166  551.8   8.0    14   343    40   389    30   400 0.93 -
2735_g               -           1197 4086at5794           -            801         0 1325.2  22.0   2   4    0.0058       4.1    3.8   0.0   319   349   527   562   521   585 0.70 -
2735_g               -           1197 4086at5794           -            801         0 1325.2  22.0   3   4   1.9e-39   1.4e-36  124.4   0.1   343   464   634   788   622   800 0.85 -
2735_g               -           1197 4086at5794           -            801         0 1325.2  22.0   4   4  4.7e-199  3.3e-196  652.3   1.0   462   801   829  1182   819  1182 0.96 -
1514_g               -           1356 4086at5794           -            801  5.5e-133  443.2  18.8   1   4   9.4e-67   6.7e-64  214.8   8.9    13   324   235   548   225   564 0.90 -
1514_g               -           1356 4086at5794           -            801  5.5e-133  443.2  18.8   2   4     6e-12   4.2e-09   33.5   0.0   411   463   820   875   781   880 0.85 -
1514_g               -           1356 4086at5794           -            801  5.5e-133  443.2  18.8   3   4   9.9e-60     7e-57  191.5   0.0   483   641   927  1085   886  1128 0.91 -
1514_g               -           1356 4086at5794           -            801  5.5e-133  443.2  18.8   4   4   0.00041      0.29    7.6   0.2   702   796  1249  1341  1232  1347 0.87 -
2783_g               -           1679 4086at5794           -            801   1.2e-18   65.1  11.1   1   5      0.35   2.5e+02   -2.1   0.0    99   152   523   578   452   588 0.63 -
2783_g               -           1679 4086at5794           -            801   1.2e-18   65.1  11.1   2   5     0.025        18    1.7   0.4   167   322   659   807   628   812 0.64 -
2783_g               -           1679 4086at5794           -            801   1.2e-18   65.1  11.1   3   5   3.1e-10   2.2e-07   27.9   0.0   394   463  1072  1146   981  1158 0.73 -
2783_g               -           1679 4086at5794           -            801   1.2e-18   65.1  11.1   4   5   6.2e-14   4.4e-11   40.1   0.0   483   529  1289  1335  1263  1339 0.94 -
2783_g               -           1679 4086at5794           -            801   1.2e-18   65.1  11.1   5   5       0.6   4.2e+02   -2.9   0.7   249   273  1570  1595  1532  1654 0.65 -
261_g                -           1915 4086at5794           -            801   1.9e-17   61.1   2.0   1   4   4.2e-08     3e-05   20.8   0.1    36   153   403   521   376   542 0.78 -
261_g                -           1915 4086at5794           -            801   1.9e-17   61.1   2.0   2   4     0.099        70   -0.3   0.0   262   321   687   747   586   755 0.59 -
261_g                -           1915 4086at5794           -            801   1.9e-17   61.1   2.0   3   4   0.00036      0.25    7.8   0.0   364   470  1180  1302  1173  1312 0.72 -
261_g                -           1915 4086at5794           -            801   1.9e-17   61.1   2.0   4   4     2e-10   1.4e-07   28.5   0.1   478   585  1558  1663  1497  1735 0.84 -
2177_g               -           1515 4086at5794           -            801   6.5e-16   56.0   3.2   1   5   1.8e-05     0.013   12.1   0.1   285   323   610   648   596   677 0.76 -
2177_g               -           1515 4086at5794           -            801   6.5e-16   56.0   3.2   2   5     0.032        23    1.3   0.0   342   362   779   799   772   814 0.89 -
2177_g               -           1515 4086at5794           -            801   6.5e-16   56.0   3.2   3   5   0.00032      0.23    8.0   0.1   363   407   898   942   882   951 0.90 -
2177_g               -           1515 4086at5794           -            801   6.5e-16   56.0   3.2   4   5   2.6e-06    0.0019   14.8   0.0   411   461   977  1030   969  1041 0.86 -
2177_g               -           1515 4086at5794           -            801   6.5e-16   56.0   3.2   5   5   2.6e-06    0.0018   14.9   0.0   467   593  1129  1255  1122  1281 0.80 -
4255_g               -           1708 4086at5794           -            801   2.6e-14   50.7   3.5   1   5    0.0062       4.4    3.7   0.0    81   153   137   211    66   232 0.72 -
4255_g               -           1708 4086at5794           -            801   2.6e-14   50.7   3.5   2   5   0.00019      0.13    8.7   0.0   290   323   488   521   481   530 0.86 -
4255_g               -           1708 4086at5794           -            801   2.6e-14   50.7   3.5   3   5    0.0012      0.86    6.0   0.1   343   411   932  1007   901  1016 0.70 -
4255_g               -           1708 4086at5794           -            801   2.6e-14   50.7   3.5   4   5   2.2e-07   0.00015   18.4   0.0   408   471  1038  1103  1032  1121 0.78 -
4255_g               -           1708 4086at5794           -            801   2.6e-14   50.7   3.5   5   5   0.00013     0.094    9.2   0.0   482   538  1259  1315  1225  1337 0.73 -
3745_g               -           2069 4086at5794           -            801   1.3e-09   35.3   4.8   1   2   0.00097      0.69    6.3   0.7   168   320  1274  1436  1252  1462 0.75 -
3745_g               -           2069 4086at5794           -            801   1.3e-09   35.3   4.8   2   2   6.9e-11   4.9e-08   30.0   0.2   482   561  1929  2008  1870  2025 0.84 -
799_g                -           1670 4086at5794           -            801   3.4e-05   20.6  16.9   1   4    0.0003      0.22    8.0   0.0   105   146   423   462   415   479 0.85 -
799_g                -           1670 4086at5794           -            801   3.4e-05   20.6  16.9   2   4   3.5e-07   0.00025   17.7   0.9   142   325   542   732   537   795 0.72 -
799_g                -           1670 4086at5794           -            801   3.4e-05   20.6  16.9   3   4    0.0013      0.89    6.0   0.2   537   609  1192  1264  1185  1269 0.89 -
799_g                -           1670 4086at5794           -            801   3.4e-05   20.6  16.9   4   4       4.8   3.4e+03   -5.9   2.6   739   786  1557  1604  1550  1611 0.83 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/4086at5794.hmm
# Target file:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pv_new.faa
# Option settings: hmmsearch --domtblout /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pv/run_apicomplexa_odb10/hmmer_output/initial_run_results/4086at5794.out --cpu 1 /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/4086at5794.hmm /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pv_new.faa 
# Current dir:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed
# Date:            Wed Mar  1 19:31:51 2023
# [ok]
