#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
577_g                -            823 4695at5794           -            682         0 1416.9   3.3   1   2         0         0 1356.0   0.8     1   645    28   713    28   724 0.97 -
577_g                -            823 4695at5794           -            682         0 1416.9   3.3   2   2   5.5e-20   1.4e-17   61.3   0.1   636   678   746   788   736   791 0.93 -
2584_g               -           1090 4695at5794           -            682  4.9e-224  743.6   8.2   1   4   2.1e-05    0.0051   13.2   0.3    20   113   301   416   295   423 0.73 -
2584_g               -           1090 4695at5794           -            682  4.9e-224  743.6   8.2   2   4  3.3e-105  8.1e-103  343.0   0.3   119   375   448   708   442   719 0.97 -
2584_g               -           1090 4695at5794           -            682  4.9e-224  743.6   8.2   3   4  1.6e-117  3.8e-115  383.7   0.0   378   656   758  1038   753  1048 0.96 -
2584_g               -           1090 4695at5794           -            682  4.9e-224  743.6   8.2   4   4     0.004      0.98    5.6   0.1   642   673  1052  1083  1044  1087 0.93 -
1739_g               -           1187 4695at5794           -            682  2.7e-102  341.3   3.5   1   4   6.3e-10   1.6e-07   28.1   0.0   416   473   349   407   336   440 0.76 -
1739_g               -           1187 4695at5794           -            682  2.7e-102  341.3   3.5   2   4   1.2e-22     3e-20   70.1   0.6   231   365   492   627   474   631 0.86 -
1739_g               -           1187 4695at5794           -            682  2.7e-102  341.3   3.5   3   4   3.9e-71   9.7e-69  230.4   0.0   388   601   751   965   746   970 0.96 -
1739_g               -           1187 4695at5794           -            682  2.7e-102  341.3   3.5   4   4   0.00019     0.047   10.0   0.0   608   650  1101  1143  1091  1172 0.68 -
2069_g               -           1071 4695at5794           -            682   1.9e-83  279.0   0.1   1   2   2.9e-10   7.3e-08   29.2   0.0   421   629   216   412   197   423 0.71 -
