#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
1561_g               -           1503 1619at5794           -           1050         0 1863.3  51.9   1   3  6.3e-135  1.2e-131  439.0   4.9     1   241     3   261     3   264 0.95 -
1561_g               -           1503 1619at5794           -           1050         0 1863.3  51.9   2   3         0         0 1392.5  27.8   238   983   327  1127   325  1142 0.95 -
1561_g               -           1503 1619at5794           -           1050         0 1863.3  51.9   3   3     3e-15   5.7e-12   42.8   5.2   969  1042  1143  1222  1121  1232 0.75 -
2368_g               -            996 1619at5794           -           1050   5.6e-22   75.9  13.0   1   3   0.00028      0.53    6.5   0.1    51   122   139   214   126   227 0.77 -
2368_g               -            996 1619at5794           -           1050   5.6e-22   75.9  13.0   2   3   1.4e-16   2.6e-13   47.2   5.2   238   481   452   702   440   717 0.74 -
2368_g               -            996 1619at5794           -           1050   5.6e-22   75.9  13.0   3   3   3.4e-10   6.4e-07   26.1   0.1   481   538   748   804   728   834 0.77 -
2213_g               -           1271 1619at5794           -           1050   4.7e-19   66.2   0.2   1   2   2.5e-22   4.7e-19   66.2   0.2   618   797   161   343   152   355 0.82 -
2213_g               -           1271 1619at5794           -           1050   4.7e-19   66.2   0.2   2   2      0.43   8.1e+02   -4.1  15.1   850  1027   460   645   433   665 0.64 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/1619at5794.hmm
# Target file:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pv_new.faa
# Option settings: hmmsearch --domtblout /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pv/run_apicomplexa_odb10/hmmer_output/initial_run_results/1619at5794.out --cpu 1 /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/1619at5794.hmm /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pv_new.faa 
# Current dir:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed
# Date:            Wed Mar  1 19:31:23 2023
# [ok]
