#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
4088_g               -           1252 3102at5794           -            734         0 1077.4  57.4   1   7   0.00015      0.06    9.7   3.4     1    29     6    34     6    37 0.85 -
4088_g               -           1252 3102at5794           -            734         0 1077.4  57.4   2   7   0.00016     0.064    9.6   1.0    17    42   111   136    99   153 0.82 -
4088_g               -           1252 3102at5794           -            734         0 1077.4  57.4   3   7   1.7e-15   6.9e-13   45.9   0.3    38    83   166   214   145   218 0.82 -
4088_g               -           1252 3102at5794           -            734         0 1077.4  57.4   4   7   5.6e-13   2.3e-10   37.5   0.0    72   107   268   303   257   311 0.89 -
4088_g               -           1252 3102at5794           -            734         0 1077.4  57.4   5   7   1.3e-99   5.4e-97  323.9  24.4   102   389   319   707   317   716 0.85 -
4088_g               -           1252 3102at5794           -            734         0 1077.4  57.4   6   7   3.4e-69   1.4e-66  223.4   0.2   385   509   805   929   798   939 0.96 -
4088_g               -           1252 3102at5794           -            734         0 1077.4  57.4   7   7  1.3e-132  5.4e-130  433.0   0.0   495   734   988  1243   983  1243 0.92 -
1265_g               -            833 3102at5794           -            734  4.7e-142  472.9   0.2   1   1  4.2e-143  1.7e-140  467.8   0.2    43   688     7   802     1   809 0.82 -
804_g                -           1390 3102at5794           -            734   5.6e-54  181.7  13.0   1   5   1.2e-12   4.9e-10   36.5   0.2    49   110    10    82     3    99 0.80 -
804_g                -           1390 3102at5794           -            734   5.6e-54  181.7  13.0   2   5   5.2e-18   2.1e-15   54.2   2.9   105   186   172   264   168   275 0.84 -
804_g                -           1390 3102at5794           -            734   5.6e-54  181.7  13.0   3   5     0.008       3.2    4.0   0.0   184   218   287   321   276   344 0.87 -
804_g                -           1390 3102at5794           -            734   5.6e-54  181.7  13.0   4   5   7.6e-11   3.1e-08   30.5   0.1   387   479   725   817   712   834 0.88 -
804_g                -           1390 3102at5794           -            734   5.6e-54  181.7  13.0   5   5   4.8e-19   1.9e-16   57.6   0.0   571   716  1221  1371  1151  1385 0.73 -
2305_g               -           1159 3102at5794           -            734   1.2e-28   97.9   5.5   1   2   1.9e-13   7.6e-11   39.1   0.2    49   145    38   154    30   179 0.70 -
2305_g               -           1159 3102at5794           -            734   1.2e-28   97.9   5.5   2   2   3.1e-19   1.3e-16   58.2   1.3   319   686   410   769   392   772 0.80 -
2056_g               -            772 3102at5794           -            734   2.4e-24   83.7   0.6   1   3   1.5e-20   6.2e-18   62.6   0.2    50   159   107   232    97   313 0.81 -
2056_g               -            772 3102at5794           -            734   2.4e-24   83.7   0.6   2   3   1.3e-06   0.00054   16.5   0.0   299   403   367   472   338   479 0.83 -
2056_g               -            772 3102at5794           -            734   2.4e-24   83.7   0.6   3   3     0.057        23    1.2   0.0   599   672   561   633   511   640 0.87 -
3808_g               -            911 3102at5794           -            734   1.6e-17   61.2   1.7   1   1   7.1e-20   2.9e-17   60.4   1.7    50   187   189   344   186   410 0.81 -
730_g                -            921 3102at5794           -            734   5.5e-16   56.1   8.0   1   3   3.7e-11   1.5e-08   31.5   1.7    50   162    97   237    84   374 0.68 -
730_g                -            921 3102at5794           -            734   5.5e-16   56.1   8.0   2   3     8e-06    0.0032   13.9   0.2   306   473   484   658   451   682 0.73 -
730_g                -            921 3102at5794           -            734   5.5e-16   56.1   8.0   3   3   1.7e-05    0.0067   12.9   0.0   541   681   768   908   740   918 0.83 -
