#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
4706_g               -           1567 1482at5794           -            857         0 1151.0  41.9   1   6   3.1e-45     6e-42  141.7   4.8     2   152    87   273    86   279 0.85 -
4706_g               -           1567 1482at5794           -            857         0 1151.0  41.9   2   6   6.6e-24   1.3e-20   71.2   3.2   169   263   373   476   364   486 0.84 -
4706_g               -           1567 1482at5794           -            857         0 1151.0  41.9   3   6   1.8e-64   3.6e-61  205.3   0.1   244   434   551   799   505   809 0.79 -
4706_g               -           1567 1482at5794           -            857         0 1151.0  41.9   4   6   4.8e-77   9.3e-74  247.0   0.7   427   565   964  1105   958  1114 0.95 -
4706_g               -           1567 1482at5794           -            857         0 1151.0  41.9   5   6   1.2e-55   2.4e-52  176.1   0.0   563   681  1148  1289  1135  1296 0.85 -
4706_g               -           1567 1482at5794           -            857         0 1151.0  41.9   6   6  1.3e-101   2.5e-98  328.2   3.8   676   856  1367  1560  1360  1561 0.93 -
3095_g               -           1336 1482at5794           -            857  8.7e-149  495.2  12.9   1   5    0.0081        16    1.4   0.0     2    32    50    80    49    87 0.91 -
3095_g               -           1336 1482at5794           -            857  8.7e-149  495.2  12.9   2   5   2.6e-12   5.1e-09   32.8   0.0    66   121   157   212   140   226 0.87 -
3095_g               -           1336 1482at5794           -            857  8.7e-149  495.2  12.9   3   5   2.9e-10   5.5e-07   26.1   0.0   176   338   363   556   351   573 0.68 -
3095_g               -           1336 1482at5794           -            857  8.7e-149  495.2  12.9   4   5   2.4e-46   4.6e-43  145.4   0.6   368   559   647   839   618   857 0.84 -
3095_g               -           1336 1482at5794           -            857  8.7e-149  495.2  12.9   5   5   4.8e-91   9.2e-88  293.3   1.1   600   854  1079  1334  1063  1335 0.92 -
1484_g               -           1423 1482at5794           -            857  2.3e-146  487.2  25.1   1   4     3e-20   5.8e-17   59.1   2.1     2   123   244   386   243   460 0.70 -
1484_g               -           1423 1482at5794           -            857  2.3e-146  487.2  25.1   2   4     5e-10   9.7e-07   25.2   4.5   160   339   511   736   499   758 0.64 -
1484_g               -           1423 1482at5794           -            857  2.3e-146  487.2  25.1   3   4   9.7e-44   1.9e-40  136.8   0.1   405   564   858  1014   795  1024 0.87 -
1484_g               -           1423 1482at5794           -            857  2.3e-146  487.2  25.1   4   4   1.9e-85   3.6e-82  274.8   0.6   600   853  1172  1420  1097  1422 0.91 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/1482at5794.hmm
# Target file:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pc_new.faa
# Option settings: hmmsearch --domtblout /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pc/run_apicomplexa_odb10/hmmer_output/initial_run_results/1482at5794.out --cpu 1 /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/1482at5794.hmm /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pc_new.faa 
# Current dir:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed
# Date:            Wed Mar  1 19:27:42 2023
# [ok]
