#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
4069_g               -           1229 3102at5794           -            734         0 1086.9  60.6   1   7   6.3e-05     0.026   10.9   3.2     1    28     6    33     6    40 0.84 -
4069_g               -           1229 3102at5794           -            734         0 1086.9  60.6   2   7   0.00011     0.046   10.1   1.1    12    41   107   136    99   150 0.78 -
4069_g               -           1229 3102at5794           -            734         0 1086.9  60.6   3   7   1.5e-16   6.2e-14   49.4   0.4    37    83   166   215   146   218 0.84 -
4069_g               -           1229 3102at5794           -            734         0 1086.9  60.6   4   7   5.2e-13   2.2e-10   37.7   0.1    71   107   268   304   248   312 0.87 -
4069_g               -           1229 3102at5794           -            734         0 1086.9  60.6   5   7  5.5e-101   2.3e-98  328.5  25.6   102   392   320   711   317   720 0.85 -
4069_g               -           1229 3102at5794           -            734         0 1086.9  60.6   6   7   1.8e-69   7.4e-67  224.3   0.2   382   510   773   901   769   911 0.96 -
4069_g               -           1229 3102at5794           -            734         0 1086.9  60.6   7   7  9.8e-133  4.1e-130  433.5   0.0   495   734   965  1220   955  1220 0.93 -
1285_g               -            833 3102at5794           -            734  5.6e-142  472.7   0.2   1   1  4.6e-143  1.9e-140  467.6   0.2    43   688     7   802     1   812 0.82 -
819_g                -           1355 3102at5794           -            734   5.2e-54  181.9  16.7   1   4   4.7e-13     2e-10   37.8   0.2    49   110    10    82     3    89 0.78 -
819_g                -           1355 3102at5794           -            734   5.2e-54  181.9  16.7   2   4   2.6e-17   1.1e-14   51.9   6.0   105   186   169   261   165   338 0.84 -
819_g                -           1355 3102at5794           -            734   5.2e-54  181.9  16.7   3   4   6.2e-11   2.6e-08   30.8   0.3   387   490   702   800   689   824 0.86 -
819_g                -           1355 3102at5794           -            734   5.2e-54  181.9  16.7   4   4   1.7e-19   7.1e-17   59.1   0.0   570   716  1185  1336  1119  1350 0.72 -
2346_g               -            805 3102at5794           -            734   9.9e-31  104.9   6.5   1   2   1.5e-13   6.2e-11   39.5   0.2    44   146    37   159    27   187 0.70 -
2346_g               -            805 3102at5794           -            734   9.9e-31  104.9   6.5   2   2   2.5e-21     1e-18   65.2   1.9   318   687   430   791   411   796 0.78 -
2098_g               -            801 3102at5794           -            734   2.4e-22   77.2   4.4   1   3   2.4e-20     1e-17   61.9   0.4    50   159   123   248   114   285 0.79 -
2098_g               -            801 3102at5794           -            734   2.4e-22   77.2   4.4   2   3   8.6e-06    0.0035   13.8   0.1   314   403   411   501   381   508 0.86 -
2098_g               -            801 3102at5794           -            734   2.4e-22   77.2   4.4   3   3     0.071        29    0.8   0.0   599   672   590   662   580   669 0.89 -
754_g                -            902 3102at5794           -            734   4.3e-17   59.8   6.9   1   3   3.2e-11   1.3e-08   31.8   1.0    51   161    98   236    90   378 0.74 -
