#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
1140_g               -            877 2962at5794           -            660         0 1213.2   3.7   1   2  1.4e-158  3.8e-156  519.6   0.0     1   302    19   342    19   374 0.93 -
1140_g               -            877 2962at5794           -            660         0 1213.2   3.7   2   2  4.4e-211  1.2e-208  693.0   1.3   290   656   449   865   440   870 0.91 -
1752_g               -            305 2962at5794           -            660   2.5e-82  275.7   0.2   1   1   1.1e-84     3e-82  275.4   0.2   327   644     8   301     3   304 0.91 -
3940_g               -            504 2962at5794           -            660   1.9e-65  219.9   0.4   1   1   9.6e-68   2.6e-65  219.4   0.4   349   627   211   473   193   482 0.92 -
3962_g               -            308 2962at5794           -            660   2.3e-63  213.0   0.3   1   1     1e-65   2.8e-63  212.7   0.3   342   637    12   285     2   303 0.90 -
4293_g               -            332 2962at5794           -            660   5.9e-62  208.3   0.4   1   1   2.6e-64   7.2e-62  208.1   0.4   338   630    33   304    11   319 0.91 -
3525_g               -           2195 2962at5794           -            660   2.2e-61  206.4   1.4   1   2   7.3e-11     2e-08   31.5   0.0   346   404  1225  1283  1198  1297 0.87 -
3525_g               -           2195 2962at5794           -            660   2.2e-61  206.4   1.4   2   2   1.1e-53     3e-51  173.0   0.3   412   629  1323  1576  1307  1588 0.79 -
2666_g               -           2973 2962at5794           -            660   6.2e-58  195.1   0.2   1   1   4.9e-60   1.3e-57  193.9   0.2   347   624  2460  2730  2449  2742 0.89 -
468_g                -            759 2962at5794           -            660   1.5e-52  177.3   0.5   1   1   7.5e-55   2.1e-52  176.8   0.2   341   627   452   726   381   747 0.81 -
1674_g               -           2436 2962at5794           -            660     1e-45  154.7   1.5   1   1   6.9e-48   1.9e-45  153.8   1.5   362   632   225   483   144   505 0.79 -
1526_g               -           1846 2962at5794           -            660   9.3e-20   68.9   0.3   1   2     0.002      0.54    6.9   0.0    43    92   713   767   682   779 0.66 -
