#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
2762_g               -           1186 4086at5794           -            801         0 1333.5  27.9   1   4  6.5e-170  3.4e-167  556.4   8.4    13   326    39   373    30   399 0.93 -
2762_g               -           1186 4086at5794           -            801         0 1333.5  27.9   2   4    0.0072       3.8    3.9   0.0   319   358   523   567   517   585 0.69 -
2762_g               -           1186 4086at5794           -            801         0 1333.5  27.9   3   4   1.4e-39   7.4e-37  125.3   1.2   343   474   637   801   625   807 0.84 -
2762_g               -           1186 4086at5794           -            801         0 1333.5  27.9   4   4  5.9e-201  3.1e-198  659.1   1.4   457   801   813  1171   806  1171 0.97 -
1536_g               -           1598 4086at5794           -            801  3.8e-133  443.8  16.4   1   4   2.3e-66   1.2e-63  213.9   7.7    13   323   450   762   440   778 0.90 -
1536_g               -           1598 4086at5794           -            801  3.8e-133  443.8  16.4   2   4   3.1e-12   1.6e-09   34.9   0.0   410   466  1034  1093   984  1100 0.83 -
1536_g               -           1598 4086at5794           -            801  3.8e-133  443.8  16.4   3   4   3.4e-59   1.8e-56  190.2   0.0   483   644  1169  1330  1141  1390 0.92 -
1536_g               -           1598 4086at5794           -            801  3.8e-133  443.8  16.4   4   4   0.00055      0.29    7.6   0.2   702   796  1491  1583  1479  1589 0.87 -
2808_g               -           1645 4086at5794           -            801   2.6e-19   67.3  10.7   1   5      0.32   1.7e+02   -1.5   0.0    99   152   518   573   434   584 0.61 -
2808_g               -           1645 4086at5794           -            801   2.6e-19   67.3  10.7   2   5     0.021        11    2.4   0.3   167   323   651   800   632   821 0.67 -
2808_g               -           1645 4086at5794           -            801   2.6e-19   67.3  10.7   3   5   3.6e-10   1.9e-07   28.1   0.0   400   464  1022  1089   978  1104 0.84 -
2808_g               -           1645 4086at5794           -            801   2.6e-19   67.3  10.7   4   5   5.7e-14     3e-11   40.6   0.0   483   529  1231  1277  1209  1281 0.92 -
2808_g               -           1645 4086at5794           -            801   2.6e-19   67.3  10.7   5   5      0.97   5.1e+02   -3.1   1.3   251   273  1538  1561  1491  1621 0.60 -
273_g                -           1996 4086at5794           -            801   4.9e-18   63.1   1.8   1   4   1.1e-07   5.7e-05   19.9   0.0    37   153   402   519   374   542 0.78 -
273_g                -           1996 4086at5794           -            801   4.9e-18   63.1   1.8   2   4      0.17        92   -0.7   0.0   264   321   687   745   592   754 0.63 -
273_g                -           1996 4086at5794           -            801   4.9e-18   63.1   1.8   3   4   0.00012     0.063    9.8   0.0   364   470  1236  1358  1229  1369 0.72 -
273_g                -           1996 4086at5794           -            801   4.9e-18   63.1   1.8   4   4   1.5e-10     8e-08   29.3   0.0   476   585  1650  1757  1613  1801 0.82 -
2220_g               -           1506 4086at5794           -            801   7.2e-16   55.9   4.9   1   5   2.2e-05     0.012   12.2   0.1   285   328   610   656   596   677 0.76 -
2220_g               -           1506 4086at5794           -            801   7.2e-16   55.9   4.9   2   5     0.047        25    1.2   0.0   342   362   779   799   772   808 0.89 -
2220_g               -           1506 4086at5794           -            801   7.2e-16   55.9   4.9   3   5   0.00037       0.2    8.2   0.1   363   407   889   933   873   942 0.89 -
2220_g               -           1506 4086at5794           -            801   7.2e-16   55.9   4.9   4   5   1.3e-06   0.00069   16.3   0.0   411   461   968  1021   959  1033 0.86 -
2220_g               -           1506 4086at5794           -            801   7.2e-16   55.9   4.9   5   5   4.4e-06    0.0023   14.5   0.0   475   592  1128  1245  1116  1271 0.80 -
4245_g               -           1773 4086at5794           -            801   8.6e-11   39.1  16.1   1   5      0.01       5.4    3.4   0.0    82   153   132   205    60   233 0.71 -
4245_g               -           1773 4086at5794           -            801   8.6e-11   39.1  16.1   2   5   0.00022      0.12    8.9   0.0   290   323   487   520   481   531 0.86 -
4245_g               -           1773 4086at5794           -            801   8.6e-11   39.1  16.1   3   5    0.0018      0.95    5.9   0.3   344   412   945  1020   921  1040 0.75 -
4245_g               -           1773 4086at5794           -            801   8.6e-11   39.1  16.1   4   5   1.4e-07   7.6e-05   19.5   0.1   406   469  1048  1113  1027  1137 0.77 -
4245_g               -           1773 4086at5794           -            801   8.6e-11   39.1  16.1   5   5   0.00018     0.092    9.3   0.0   481   538  1316  1373  1275  1395 0.73 -
3749_g               -           2078 4086at5794           -            801   5.3e-09   33.2   6.3   1   2   0.00059      0.31    7.5   1.0   168   320  1275  1437  1252  1469 0.75 -
3749_g               -           2078 4086at5794           -            801   5.3e-09   33.2   6.3   2   2   4.3e-10   2.3e-07   27.8   0.4   482   565  1938  2021  1877  2035 0.83 -
814_g                -           1620 4086at5794           -            801   7.5e-09   32.7   6.1   1   3   0.00018     0.097    9.2   0.0   105   147   458   498   446   516 0.82 -
814_g                -           1620 4086at5794           -            801   7.5e-09   32.7   6.1   2   3   6.3e-08   3.3e-05   20.7   0.5   166   368   614   821   592   836 0.69 -
814_g                -           1620 4086at5794           -            801   7.5e-09   32.7   6.1   3   3    0.0074       3.9    3.9   0.4   537   609  1228  1300  1221  1304 0.89 -
4294_g               -            363 4086at5794           -            801    0.0046   13.6   0.0   1   1   1.3e-05    0.0066   13.0   0.0   693   758    70   135    55   162 0.86 -
416_g                -            338 4086at5794           -            801     0.019   11.5   1.2   1   2      0.11        57    0.0   0.5   563   590    54    82    48   119 0.84 -
416_g                -            338 4086at5794           -            801     0.019   11.5   1.2   2   2   0.00011      0.06    9.9   0.0   106   136   229   259   214   284 0.85 -
1429_g               -            291 4086at5794           -            801     0.045   10.3   0.0   1   1   0.00012     0.061    9.9   0.0   603   641   174   212   144   218 0.83 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/4086at5794.hmm
# Target file:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pc_new.faa
# Option settings: hmmsearch --domtblout /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pc/run_apicomplexa_odb10/hmmer_output/initial_run_results/4086at5794.out --cpu 1 /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/4086at5794.hmm /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pc_new.faa 
# Current dir:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed
# Date:            Wed Mar  1 19:28:13 2023
# [ok]
