#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
2752_g               -            853 6081at5794           -            589         0 1048.6  36.0   1   3     0.005         8    4.7   0.1     1    14     5    18     5    20 0.93 -
2752_g               -            853 6081at5794           -            589         0 1048.6  36.0   2   3   4.4e-95     7e-92  308.7   2.2    14   194    45   245    41   273 0.89 -
2752_g               -            853 6081at5794           -            589         0 1048.6  36.0   3   3  3.9e-226  6.2e-223  741.5  23.1   184   578   276   705   270   715 0.94 -
3433_g               -            853 6081at5794           -            589         0 1048.6  36.0   1   3     0.005         8    4.7   0.1     1    14     5    18     5    20 0.93 -
3433_g               -            853 6081at5794           -            589         0 1048.6  36.0   2   3   4.4e-95     7e-92  308.7   2.2    14   194    45   245    41   273 0.89 -
3433_g               -            853 6081at5794           -            589         0 1048.6  36.0   3   3  3.9e-226  6.2e-223  741.5  23.1   184   578   276   705   270   715 0.94 -
4574_g               -            903 6081at5794           -            589  4.8e-162  540.4  27.3   1   3   3.1e-66   4.9e-63  213.5   0.5     1   192    86   298    86   315 0.88 -
4574_g               -            903 6081at5794           -            589  4.8e-162  540.4  27.3   2   3   7.1e-57   1.1e-53  182.6  13.4   188   351   339   507   301   523 0.81 -
4574_g               -            903 6081at5794           -            589  4.8e-162  540.4  27.3   3   3   3.6e-47   5.7e-44  150.5   2.8   334   570   517   790   511   809 0.77 -
8589_g               -            903 6081at5794           -            589  4.8e-162  540.4  27.3   1   3   3.1e-66   4.9e-63  213.5   0.5     1   192    86   298    86   315 0.88 -
8589_g               -            903 6081at5794           -            589  4.8e-162  540.4  27.3   2   3   7.1e-57   1.1e-53  182.6  13.4   188   351   339   507   301   523 0.81 -
8589_g               -            903 6081at5794           -            589  4.8e-162  540.4  27.3   3   3   3.6e-47   5.7e-44  150.5   2.8   334   570   517   790   511   809 0.77 -
2_g                  -            862 6081at5794           -            589   8.9e-88  295.2   0.3   1   1   8.2e-91   1.3e-87  294.6   0.3     1   453   159   645   159   795 0.82 -
388_g                -            862 6081at5794           -            589   8.9e-88  295.2   0.3   1   1   8.2e-91   1.3e-87  294.6   0.3     1   453   159   645   159   795 0.82 -
9929_g               -            619 6081at5794           -            589     6e-54  183.5   0.9   1   3   7.6e-41   1.2e-37  129.6   0.0     1   145   165   338   165   363 0.77 -
9929_g               -            619 6081at5794           -            589     6e-54  183.5   0.9   2   3   3.8e-12   6.1e-09   34.8   0.1   146   186   403   443   399   451 0.91 -
9929_g               -            619 6081at5794           -            589     6e-54  183.5   0.9   3   3   1.8e-06    0.0028   16.1   0.0   197   228   522   553   506   588 0.80 -
12594_g              -            622 6081at5794           -            589     1e-48  166.2   0.4   1   2   7.7e-41   1.2e-37  129.6   0.0     1   145   246   419   246   444 0.77 -
12594_g              -            622 6081at5794           -            589     1e-48  166.2   0.4   2   2   3.8e-12   6.1e-09   34.8   0.1   146   186   484   524   480   532 0.91 -
9930_g               -            275 6081at5794           -            589   9.4e-18   63.9   0.1   1   3   8.7e-14   1.4e-10   40.3   0.2   321   402     2    85     1    89 0.90 -
9930_g               -            275 6081at5794           -            589   9.4e-18   63.9   0.1   2   3   0.00021      0.33    9.3   0.0   396   458   103   175    98   178 0.76 -
9930_g               -            275 6081at5794           -            589   9.4e-18   63.9   0.1   3   3   7.6e-05      0.12   10.7   0.0   531   572   203   245   197   257 0.83 -
12593_g              -            304 6081at5794           -            589   1.2e-17   63.6   0.1   1   3   1.1e-13   1.7e-10   40.0   0.2   321   402     2    85     1    89 0.90 -
12593_g              -            304 6081at5794           -            589   1.2e-17   63.6   0.1   2   3   0.00025       0.4    9.0   0.0   396   458   103   175    98   178 0.76 -
12593_g              -            304 6081at5794           -            589   1.2e-17   63.6   0.1   3   3   6.3e-05       0.1   11.0   0.0   530   572   231   274   208   286 0.83 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/6081at5794.hmm
# Target file:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Tg_new.faa
# Option settings: hmmsearch --domtblout /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Tg/run_apicomplexa_odb10/hmmer_output/initial_run_results/6081at5794.out --cpu 1 /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/6081at5794.hmm /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Tg_new.faa 
# Current dir:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed
# Date:            Wed Mar  1 19:36:10 2023
# [ok]
