#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
13092_g              -           2557 1204at5794           -            996         0 1412.2 118.3   1  12      0.02       7.7    3.8   2.1   695   733   103   137    79   144 0.80 -
13092_g              -           2557 1204at5794           -            996         0 1412.2 118.3   2  12   3.4e-07   0.00013   19.6   8.3   681   740   155   213   146   225 0.79 -
13092_g              -           2557 1204at5794           -            996         0 1412.2 118.3   3  12      0.57   2.2e+02   -1.0   0.2     1    14   214   227   214   232 0.82 -
13092_g              -           2557 1204at5794           -            996         0 1412.2 118.3   4  12   1.7e-19   6.3e-17   60.4   5.6    10   100   244   372   240   403 0.73 -
13092_g              -           2557 1204at5794           -            996         0 1412.2 118.3   5  12    7e-129  2.7e-126  422.4   0.0    94   314   412   632   394   638 0.94 -
13092_g              -           2557 1204at5794           -            996         0 1412.2 118.3   6  12   5.8e-61   2.2e-58  197.6   2.6   311   476   669   848   660   851 0.90 -
13092_g              -           2557 1204at5794           -            996         0 1412.2 118.3   7  12  2.4e-108  9.2e-106  354.4   0.6   469   657  1207  1417  1195  1432 0.88 -
13092_g              -           2557 1204at5794           -            996         0 1412.2 118.3   8  12      0.87   3.3e+02   -1.6   0.1   651   669  1447  1465  1442  1470 0.83 -
13092_g              -           2557 1204at5794           -            996         0 1412.2 118.3   9  12   1.1e-91   4.2e-89  299.3  28.4   666   864  1568  1782  1560  1784 0.90 -
13092_g              -           2557 1204at5794           -            996         0 1412.2 118.3  10  12   1.2e-09   4.5e-07   27.7  12.1   822   892  1773  1843  1768  1856 0.75 -
13092_g              -           2557 1204at5794           -            996         0 1412.2 118.3  11  12   1.8e-08   6.7e-06   23.9   0.4   870   929  1896  1964  1878  1985 0.76 -
13092_g              -           2557 1204at5794           -            996         0 1412.2 118.3  12  12   1.5e-13   5.7e-11   40.6   0.9   920   991  2113  2206  2109  2211 0.81 -
9574_g               -           2557 1204at5794           -            996         0 1412.2 118.3   1  12      0.02       7.7    3.8   2.1   695   733   103   137    79   144 0.80 -
9574_g               -           2557 1204at5794           -            996         0 1412.2 118.3   2  12   3.4e-07   0.00013   19.6   8.3   681   740   155   213   146   225 0.79 -
9574_g               -           2557 1204at5794           -            996         0 1412.2 118.3   3  12      0.57   2.2e+02   -1.0   0.2     1    14   214   227   214   232 0.82 -
9574_g               -           2557 1204at5794           -            996         0 1412.2 118.3   4  12   1.7e-19   6.3e-17   60.4   5.6    10   100   244   372   240   403 0.73 -
9574_g               -           2557 1204at5794           -            996         0 1412.2 118.3   5  12    7e-129  2.7e-126  422.4   0.0    94   314   412   632   394   638 0.94 -
9574_g               -           2557 1204at5794           -            996         0 1412.2 118.3   6  12   5.8e-61   2.2e-58  197.6   2.6   311   476   669   848   660   851 0.90 -
9574_g               -           2557 1204at5794           -            996         0 1412.2 118.3   7  12  2.4e-108  9.2e-106  354.4   0.6   469   657  1207  1417  1195  1432 0.88 -
9574_g               -           2557 1204at5794           -            996         0 1412.2 118.3   8  12      0.87   3.3e+02   -1.6   0.1   651   669  1447  1465  1442  1470 0.83 -
9574_g               -           2557 1204at5794           -            996         0 1412.2 118.3   9  12   1.1e-91   4.2e-89  299.3  28.4   666   864  1568  1782  1560  1784 0.90 -
9574_g               -           2557 1204at5794           -            996         0 1412.2 118.3  10  12   1.2e-09   4.5e-07   27.7  12.1   822   892  1773  1843  1768  1856 0.75 -
9574_g               -           2557 1204at5794           -            996         0 1412.2 118.3  11  12   1.8e-08   6.7e-06   23.9   0.4   870   929  1896  1964  1878  1985 0.76 -
9574_g               -           2557 1204at5794           -            996         0 1412.2 118.3  12  12   1.5e-13   5.7e-11   40.6   0.9   920   991  2113  2206  2109  2211 0.81 -
574_g                -           1519 1204at5794           -            996     2e-92  310.3  20.1   1   6   5.1e-15   1.9e-12   45.5   0.0   122   188   392   460   373   470 0.89 -
574_g                -           1519 1204at5794           -            996     2e-92  310.3  20.1   2   6   0.00014     0.051   11.0   0.1   176   213   547   584   535   592 0.89 -
574_g                -           1519 1204at5794           -            996     2e-92  310.3  20.1   3   6   1.3e-29   4.8e-27   93.8   0.2   220   395   653   846   635   849 0.79 -
574_g                -           1519 1204at5794           -            996     2e-92  310.3  20.1   4   6      0.57   2.1e+02   -1.0   0.0   431   457   860   886   850   888 0.86 -
574_g                -           1519 1204at5794           -            996     2e-92  310.3  20.1   5   6   1.7e-51   6.3e-49  166.3   1.0   476   651   885  1073   873  1081 0.89 -
574_g                -           1519 1204at5794           -            996     2e-92  310.3  20.1   6   6      0.16        62    0.8   4.3   760   876  1081  1194  1072  1216 0.70 -
599_g                -           1519 1204at5794           -            996     2e-92  310.3  20.1   1   6   5.1e-15   1.9e-12   45.5   0.0   122   188   392   460   373   470 0.89 -
599_g                -           1519 1204at5794           -            996     2e-92  310.3  20.1   2   6   0.00014     0.051   11.0   0.1   176   213   547   584   535   592 0.89 -
599_g                -           1519 1204at5794           -            996     2e-92  310.3  20.1   3   6   1.3e-29   4.8e-27   93.8   0.2   220   395   653   846   635   849 0.79 -
599_g                -           1519 1204at5794           -            996     2e-92  310.3  20.1   4   6      0.57   2.1e+02   -1.0   0.0   431   457   860   886   850   888 0.86 -
599_g                -           1519 1204at5794           -            996     2e-92  310.3  20.1   5   6   1.7e-51   6.3e-49  166.3   1.0   476   651   885  1073   873  1081 0.89 -
599_g                -           1519 1204at5794           -            996     2e-92  310.3  20.1   6   6      0.16        62    0.8   4.3   760   876  1081  1194  1072  1216 0.70 -
4605_g               -           2949 1204at5794           -            996   1.1e-88  297.9  11.5   1   3         3   1.1e+03   -3.4   1.6   834   869   569   605   557   633 0.70 -
4605_g               -           2949 1204at5794           -            996   1.1e-88  297.9  11.5   2   3   9.9e-51   3.8e-48  163.7   0.0   119   396  1219  1509  1190  1517 0.86 -
4605_g               -           2949 1204at5794           -            996   1.1e-88  297.9  11.5   3   3   1.1e-43   4.2e-41  140.4   1.5   435   609  2551  2723  2525  2735 0.85 -
5077_g               -           2949 1204at5794           -            996   1.1e-88  297.9  11.5   1   3         3   1.1e+03   -3.4   1.6   834   869   569   605   557   633 0.70 -
5077_g               -           2949 1204at5794           -            996   1.1e-88  297.9  11.5   2   3   9.9e-51   3.8e-48  163.7   0.0   119   396  1219  1509  1190  1517 0.86 -
5077_g               -           2949 1204at5794           -            996   1.1e-88  297.9  11.5   3   3   1.1e-43   4.2e-41  140.4   1.5   435   609  2551  2723  2525  2735 0.85 -
7056_g               -           2315 1204at5794           -            996   2.3e-81  273.7   5.1   1   5   1.4e-17   5.1e-15   54.0   0.0   120   193   745   820   706   829 0.88 -
7056_g               -           2315 1204at5794           -            996   2.3e-81  273.7   5.1   2   5     9e-35   3.4e-32  110.9   0.5   192   395   856  1066   851  1069 0.85 -
7056_g               -           2315 1204at5794           -            996   2.3e-81  273.7   5.1   3   5   1.4e-12   5.4e-10   37.4   0.0   475   553  1104  1186  1095  1188 0.85 -
7056_g               -           2315 1204at5794           -            996   2.3e-81  273.7   5.1   4   5   7.7e-19   2.9e-16   58.2   0.0   535   584  1205  1254  1188  1274 0.84 -
7056_g               -           2315 1204at5794           -            996   2.3e-81  273.7   5.1   5   5   0.00022     0.083   10.3   0.0   578   633  1348  1409  1344  1421 0.79 -
7860_g               -           2315 1204at5794           -            996   2.3e-81  273.7   5.1   1   5   1.4e-17   5.1e-15   54.0   0.0   120   193   745   820   706   829 0.88 -
7860_g               -           2315 1204at5794           -            996   2.3e-81  273.7   5.1   2   5     9e-35   3.4e-32  110.9   0.5   192   395   856  1066   851  1069 0.85 -
7860_g               -           2315 1204at5794           -            996   2.3e-81  273.7   5.1   3   5   1.4e-12   5.4e-10   37.4   0.0   475   553  1104  1186  1095  1188 0.85 -
7860_g               -           2315 1204at5794           -            996   2.3e-81  273.7   5.1   4   5   7.7e-19   2.9e-16   58.2   0.0   535   584  1205  1254  1188  1274 0.84 -
7860_g               -           2315 1204at5794           -            996   2.3e-81  273.7   5.1   5   5   0.00022     0.083   10.3   0.0   578   633  1348  1409  1344  1421 0.79 -
11217_g              -           2855 1204at5794           -            996   1.2e-73  248.1   1.0   1   3   2.8e-18   1.1e-15   56.3   0.0   116   210  1326  1423  1295  1429 0.84 -
11217_g              -           2855 1204at5794           -            996   1.2e-73  248.1   1.0   2   3   8.8e-18   3.3e-15   54.7   0.1   226   366  1483  1647  1476  1663 0.73 -
11217_g              -           2855 1204at5794           -            996   1.2e-73  248.1   1.0   3   3   2.1e-41     8e-39  132.8   0.0   474   610  1711  1848  1706  1860 0.96 -
12014_g              -           2855 1204at5794           -            996   1.2e-73  248.1   1.0   1   3   2.8e-18   1.1e-15   56.3   0.0   116   210  1326  1423  1295  1429 0.84 -
