#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
4758_g               -           1420 2816at5794           -            807         0 1461.4  10.2   1   2   2.3e-08   9.1e-05   20.7   0.1     1    26   493   518   493   522 0.93 -
4758_g               -           1420 2816at5794           -            807         0 1461.4  10.2   2   2         0         0 1442.5   6.3    34   786   591  1391   588  1395 0.95 -
5230_g               -           1420 2816at5794           -            807         0 1461.4  10.2   1   2   2.3e-08   9.1e-05   20.7   0.1     1    26   493   518   493   522 0.93 -
5230_g               -           1420 2816at5794           -            807         0 1461.4  10.2   2   2         0         0 1442.5   6.3    34   786   591  1391   588  1395 0.95 -
10461_g              -           2532 2816at5794           -            807      0.11   10.5   0.0   1   2      0.24   9.7e+02   -2.6   0.0   679   723   806   852   796   873 0.64 -
10461_g              -           2532 2816at5794           -            807      0.11   10.5   0.0   2   2   7.2e-05      0.29    9.1   0.0   242   336   902   997   858  1021 0.84 -
12798_g              -           2532 2816at5794           -            807      0.11   10.5   0.0   1   2      0.24   9.7e+02   -2.6   0.0   679   723   806   852   796   873 0.64 -
12798_g              -           2532 2816at5794           -            807      0.11   10.5   0.0   2   2   7.2e-05      0.29    9.1   0.0   242   336   902   997   858  1021 0.84 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/2816at5794.hmm
# Target file:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Tg_new.faa
# Option settings: hmmsearch --domtblout /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Tg/run_apicomplexa_odb10/hmmer_output/initial_run_results/2816at5794.out --cpu 1 /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/2816at5794.hmm /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Tg_new.faa 
# Current dir:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed
# Date:            Wed Mar  1 19:35:30 2023
# [ok]
