#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
1138_g               -           1178 2619at5794           -            784         0 1179.2  22.3   1   6   6.4e-05     0.073   10.9   0.5     2    23    97   118    96   124 0.92 -
1138_g               -           1178 2619at5794           -            784         0 1179.2  22.3   2   6  1.2e-200  1.3e-197  658.3   0.0    19   394   147   539   135   542 0.97 -
1138_g               -           1178 2619at5794           -            784         0 1179.2  22.3   3   6  1.1e-115  1.2e-112  377.3   0.3   389   608   559   817   555   827 0.89 -
1138_g               -           1178 2619at5794           -            784         0 1179.2  22.3   4   6   1.7e-24   1.9e-21   75.7   0.8   598   660   862   924   853   931 0.94 -
1138_g               -           1178 2619at5794           -            784         0 1179.2  22.3   5   6   7.5e-21   8.5e-18   63.6   0.0   657   731   947  1038   940  1060 0.85 -
1138_g               -           1178 2619at5794           -            784         0 1179.2  22.3   6   6    0.0077       8.8    4.1   0.3   747   778  1124  1158  1106  1168 0.75 -
1500_g               -           1178 2619at5794           -            784         0 1179.2  22.3   1   6   6.4e-05     0.073   10.9   0.5     2    23    97   118    96   124 0.92 -
1500_g               -           1178 2619at5794           -            784         0 1179.2  22.3   2   6  1.2e-200  1.3e-197  658.3   0.0    19   394   147   539   135   542 0.97 -
1500_g               -           1178 2619at5794           -            784         0 1179.2  22.3   3   6  1.1e-115  1.2e-112  377.3   0.3   389   608   559   817   555   827 0.89 -
1500_g               -           1178 2619at5794           -            784         0 1179.2  22.3   4   6   1.7e-24   1.9e-21   75.7   0.8   598   660   862   924   853   931 0.94 -
1500_g               -           1178 2619at5794           -            784         0 1179.2  22.3   5   6   7.5e-21   8.5e-18   63.6   0.0   657   731   947  1038   940  1060 0.85 -
1500_g               -           1178 2619at5794           -            784         0 1179.2  22.3   6   6    0.0077       8.8    4.1   0.3   747   778  1124  1158  1106  1168 0.75 -
12791_g              -           2283 2619at5794           -            784     3e-56  190.8   0.4   1   7   9.7e-09   1.1e-05   23.6   0.0    22    62   265   306   255   314 0.87 -
12791_g              -           2283 2619at5794           -            784     3e-56  190.8   0.4   2   7   4.1e-20   4.6e-17   61.2   0.0    53   172   423   551   417   565 0.85 -
12791_g              -           2283 2619at5794           -            784     3e-56  190.8   0.4   3   7   0.00013      0.15    9.9   0.0   366   406  1176  1219  1163  1237 0.84 -
12791_g              -           2283 2619at5794           -            784     3e-56  190.8   0.4   4   7   5.7e-05     0.065   11.1   0.1   420   442  1319  1341  1312  1352 0.83 -
12791_g              -           2283 2619at5794           -            784     3e-56  190.8   0.4   5   7   6.7e-16   7.6e-13   47.3   0.0   456   512  1420  1476  1417  1484 0.96 -
12791_g              -           2283 2619at5794           -            784     3e-56  190.8   0.4   6   7     2e-05     0.023   12.6   0.0   554   601  1484  1531  1477  1538 0.93 -
12791_g              -           2283 2619at5794           -            784     3e-56  190.8   0.4   7   7   4.3e-06    0.0049   14.8   0.0   660   697  1809  1845  1805  1861 0.80 -
10468_g              -           2302 2619at5794           -            784   3.2e-56  190.7   0.4   1   7   9.8e-09   1.1e-05   23.6   0.0    22    62   284   325   274   333 0.87 -
10468_g              -           2302 2619at5794           -            784   3.2e-56  190.7   0.4   2   7   4.1e-20   4.7e-17   61.2   0.0    53   172   442   570   436   584 0.85 -
10468_g              -           2302 2619at5794           -            784   3.2e-56  190.7   0.4   3   7   0.00013      0.15    9.9   0.0   366   406  1195  1238  1182  1256 0.84 -
10468_g              -           2302 2619at5794           -            784   3.2e-56  190.7   0.4   4   7   5.7e-05     0.065   11.1   0.1   420   442  1338  1360  1331  1371 0.83 -
10468_g              -           2302 2619at5794           -            784   3.2e-56  190.7   0.4   5   7   6.7e-16   7.6e-13   47.3   0.0   456   512  1439  1495  1436  1503 0.96 -
10468_g              -           2302 2619at5794           -            784   3.2e-56  190.7   0.4   6   7     2e-05     0.023   12.6   0.0   554   601  1503  1550  1496  1557 0.93 -
10468_g              -           2302 2619at5794           -            784   3.2e-56  190.7   0.4   7   7   4.4e-06     0.005   14.8   0.0   660   697  1828  1864  1824  1880 0.80 -
405_g                -           1301 2619at5794           -            784   2.7e-45  154.6   2.5   1   4     0.008       9.1    4.0   0.0    29    55    53    79    24   123 0.90 -
405_g                -           1301 2619at5794           -            784   2.7e-45  154.6   2.5   2   4   1.6e-10   1.8e-07   29.5   0.0   113   221   234   342   228   358 0.83 -
405_g                -           1301 2619at5794           -            784   2.7e-45  154.6   2.5   3   4   8.6e-20   9.8e-17   60.1   0.2   242   404   457   624   449   644 0.85 -
405_g                -           1301 2619at5794           -            784   2.7e-45  154.6   2.5   4   4   1.5e-18   1.7e-15   56.0   0.1   426   690   677   945   671   976 0.79 -
769_g                -           1301 2619at5794           -            784   2.7e-45  154.6   2.5   1   4     0.008       9.1    4.0   0.0    29    55    53    79    24   123 0.90 -
769_g                -           1301 2619at5794           -            784   2.7e-45  154.6   2.5   2   4   1.6e-10   1.8e-07   29.5   0.0   113   221   234   342   228   358 0.83 -
769_g                -           1301 2619at5794           -            784   2.7e-45  154.6   2.5   3   4   8.6e-20   9.8e-17   60.1   0.2   242   404   457   624   449   644 0.85 -
769_g                -           1301 2619at5794           -            784   2.7e-45  154.6   2.5   4   4   1.5e-18   1.7e-15   56.0   0.1   426   690   677   945   671   976 0.79 -
11289_g              -           2656 2619at5794           -            784   3.9e-12   44.9   3.4   1   6    0.0033       3.7    5.3   0.0    28    67   570   608   561   617 0.86 -
11289_g              -           2656 2619at5794           -            784   3.9e-12   44.9   3.4   2   6    0.0031       3.6    5.4   0.0   145   173   806   834   800   840 0.91 -
11289_g              -           2656 2619at5794           -            784   3.9e-12   44.9   3.4   3   6   5.5e-06    0.0062   14.5   0.0   226   274  1198  1247  1195  1251 0.89 -
11289_g              -           2656 2619at5794           -            784   3.9e-12   44.9   3.4   4   6     0.032        36    2.0   0.0   387   406  1420  1439  1400  1442 0.81 -
11289_g              -           2656 2619at5794           -            784   3.9e-12   44.9   3.4   5   6   2.7e-05     0.031   12.2   0.0   484   515  1698  1729  1694  1732 0.92 -
11289_g              -           2656 2619at5794           -            784   3.9e-12   44.9   3.4   6   6       1.3   1.4e+03   -3.3   0.0   658   687  2112  2141  2109  2149 0.80 -
12086_g              -           2656 2619at5794           -            784   3.9e-12   44.9   3.4   1   6    0.0033       3.7    5.3   0.0    28    67   570   608   561   617 0.86 -
12086_g              -           2656 2619at5794           -            784   3.9e-12   44.9   3.4   2   6    0.0031       3.6    5.4   0.0   145   173   806   834   800   840 0.91 -
12086_g              -           2656 2619at5794           -            784   3.9e-12   44.9   3.4   3   6   5.5e-06    0.0062   14.5   0.0   226   274  1198  1247  1195  1251 0.89 -
12086_g              -           2656 2619at5794           -            784   3.9e-12   44.9   3.4   4   6     0.032        36    2.0   0.0   387   406  1420  1439  1400  1442 0.81 -
12086_g              -           2656 2619at5794           -            784   3.9e-12   44.9   3.4   5   6   2.7e-05     0.031   12.2   0.0   484   515  1698  1729  1694  1732 0.92 -
12086_g              -           2656 2619at5794           -            784   3.9e-12   44.9   3.4   6   6       1.3   1.4e+03   -3.3   0.0   658   687  2112  2141  2109  2149 0.80 -
2580_g               -            578 2619at5794           -            784   2.1e-11   42.5   0.1   1   2   6.3e-05     0.071   11.0   0.0    20    61    64   103    52   106 0.78 -
2580_g               -            578 2619at5794           -            784   2.1e-11   42.5   0.1   2   2   1.8e-10   2.1e-07   29.3   0.1   106   171   263   328   258   332 0.94 -
3261_g               -            578 2619at5794           -            784   2.1e-11   42.5   0.1   1   2   6.3e-05     0.071   11.0   0.0    20    61    64   103    52   106 0.78 -
3261_g               -            578 2619at5794           -            784   2.1e-11   42.5   0.1   2   2   1.8e-10   2.1e-07   29.3   0.1   106   171   263   328   258   332 0.94 -
2817_g               -            974 2619at5794           -            784   6.2e-09   34.3   0.2   1   2      0.13   1.4e+02    0.0   0.0    23    71   274   328   266   342 0.72 -
2817_g               -            974 2619at5794           -            784   6.2e-09   34.3   0.2   2   2     4e-11   4.5e-08   31.5   0.1   428   521   493   583   486   591 0.75 -
3498_g               -            974 2619at5794           -            784   6.2e-09   34.3   0.2   1   2      0.13   1.4e+02    0.0   0.0    23    71   274   328   266   342 0.72 -
3498_g               -            974 2619at5794           -            784   6.2e-09   34.3   0.2   2   2     4e-11   4.5e-08   31.5   0.1   428   521   493   583   486   591 0.75 -
2962_g               -           1377 2619at5794           -            784   0.00014   19.9   1.0   1   5    0.0048       5.4    4.8   0.0    20    55   143   178   128   208 0.86 -
2962_g               -           1377 2619at5794           -            784   0.00014   19.9   1.0   2   5      0.82   9.3e+02   -2.6   0.0   109   143   362   393   352   408 0.75 -
2962_g               -           1377 2619at5794           -            784   0.00014   19.9   1.0   3   5    0.0073       8.2    4.2   0.1   330   402   747   821   716   838 0.82 -
2962_g               -           1377 2619at5794           -            784   0.00014   19.9   1.0   4   5      0.12   1.4e+02    0.1   0.0   450   521   902   975   893   987 0.62 -
2962_g               -           1377 2619at5794           -            784   0.00014   19.9   1.0   5   5    0.0054       6.1    4.6   0.0   606   686  1083  1165  1047  1204 0.75 -
3643_g               -           1377 2619at5794           -            784   0.00014   19.9   1.0   1   5    0.0048       5.4    4.8   0.0    20    55   143   178   128   208 0.86 -
3643_g               -           1377 2619at5794           -            784   0.00014   19.9   1.0   2   5      0.82   9.3e+02   -2.6   0.0   109   143   362   393   352   408 0.75 -
3643_g               -           1377 2619at5794           -            784   0.00014   19.9   1.0   3   5    0.0073       8.2    4.2   0.1   330   402   747   821   716   838 0.82 -
3643_g               -           1377 2619at5794           -            784   0.00014   19.9   1.0   4   5      0.12   1.4e+02    0.1   0.0   450   521   902   975   893   987 0.62 -
3643_g               -           1377 2619at5794           -            784   0.00014   19.9   1.0   5   5    0.0054       6.1    4.6   0.0   606   686  1083  1165  1047  1204 0.75 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/2619at5794.hmm
# Target file:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Tg_new.faa
# Option settings: hmmsearch --domtblout /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Tg/run_apicomplexa_odb10/hmmer_output/initial_run_results/2619at5794.out --cpu 1 /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/2619at5794.hmm /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Tg_new.faa 
# Current dir:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed
# Date:            Wed Mar  1 19:35:20 2023
# [ok]
