#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
1067_g               -            746 6081at5794           -            589         0 1107.5  41.7   1   2    1e-107  1.4e-104  349.1   2.4     1   194     4   218     4   231 0.91 -
1067_g               -            746 6081at5794           -            589         0 1107.5  41.7   2   2  3.4e-233  4.4e-230  763.5  31.5   170   589   277   745   253   745 0.90 -
2230_g               -            822 6081at5794           -            589  9.3e-146  485.0  37.7   1   3   7.1e-70   9.2e-67  224.2   4.5     1   187    73   281    73   301 0.88 -
2230_g               -            822 6081at5794           -            589  9.3e-146  485.0  37.7   2   3   2.4e-47   3.1e-44  149.8   7.3   189   344   313   471   283   497 0.87 -
2230_g               -            822 6081at5794           -            589  9.3e-146  485.0  37.7   3   3   1.1e-38   1.5e-35  121.1  12.5   337   575   495   765   482   782 0.76 -
1688_g               -            928 6081at5794           -            589  8.7e-129  429.0  30.4   1   2   5.6e-14   7.3e-11   39.6   2.3     1    55   100   153   100   178 0.79 -
1688_g               -            928 6081at5794           -            589  8.7e-129  429.0  30.4   2   2  3.8e-121  4.9e-118  393.5  21.0    50   515   196   721   169   796 0.83 -
2708_g               -            931 6081at5794           -            589   1.6e-80  269.6  52.5   1   3   4.6e-26     6e-23   79.5   2.5     1    96    71   177    71   185 0.89 -
2708_g               -            931 6081at5794           -            589   1.6e-80  269.6  52.5   2   3   7.6e-21   9.9e-18   62.3   1.7   100   206   218   334   211   370 0.75 -
2708_g               -            931 6081at5794           -            589   1.6e-80  269.6  52.5   3   3   4.1e-44   5.3e-41  139.1  33.0   150   510   391   791   381   874 0.75 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/6081at5794.hmm
# Target file:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pf_new.faa
# Option settings: hmmsearch --domtblout /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pf/run_apicomplexa_odb10/hmmer_output/initial_run_results/6081at5794.out --cpu 1 /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/6081at5794.hmm /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pf_new.faa 
# Current dir:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed
# Date:            Wed Mar  1 19:29:31 2023
# [ok]
