#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
3039_g               -           1236 3102at5794           -            734         0 1074.3  65.3   1   7   4.6e-05      0.04   10.2   2.8     1    20     6    25     6    33 0.90 -
3039_g               -           1236 3102at5794           -            734         0 1074.3  65.3   2   7   6.6e-05     0.057    9.7   1.3    18    41    94   117    80   134 0.82 -
3039_g               -           1236 3102at5794           -            734         0 1074.3  65.3   3   7   1.3e-16   1.2e-13   48.3   0.6    38    82   148   195   127   241 0.73 -
3039_g               -           1236 3102at5794           -            734         0 1074.3  65.3   4   7   5.9e-13   5.1e-10   36.3   0.1    65   107   253   295   216   303 0.81 -
3039_g               -           1236 3102at5794           -            734         0 1074.3  65.3   5   7  2.8e-100   2.5e-97  324.9  29.3   103   396   312   706   310   718 0.84 -
3039_g               -           1236 3102at5794           -            734         0 1074.3  65.3   6   7   2.5e-70   2.1e-67  226.0   0.2   385   510   764   889   756   904 0.95 -
3039_g               -           1236 3102at5794           -            734         0 1074.3  65.3   7   7  2.7e-131  2.3e-128  427.5   0.0   496   734   973  1227   961  1227 0.93 -
1756_g               -            833 3102at5794           -            734  1.1e-140  468.3   0.5   1   1  3.8e-142  3.3e-139  463.4   0.5    43   688     7   802     1   812 0.82 -
454_g                -           1395 3102at5794           -            734   6.7e-51  171.4  20.1   1   6   1.4e-13   1.2e-10   38.3   1.0    44   111     3    83     1    98 0.79 -
454_g                -           1395 3102at5794           -            734   6.7e-51  171.4  20.1   2   6   5.2e-18   4.6e-15   53.0   2.6   106   186   204   295   199   301 0.83 -
454_g                -           1395 3102at5794           -            734   6.7e-51  171.4  20.1   3   6      0.11        99   -1.1   0.1   186   218   321   353   312   375 0.84 -
454_g                -           1395 3102at5794           -            734   6.7e-51  171.4  20.1   4   6      0.25   2.2e+02   -2.2   0.1   312   371   572   625   494   628 0.74 -
454_g                -           1395 3102at5794           -            734   6.7e-51  171.4  20.1   5   6   7.2e-11   6.3e-08   29.4   0.1   387   472   790   875   777   911 0.92 -
454_g                -           1395 3102at5794           -            734   6.7e-51  171.4  20.1   6   6   2.2e-19   1.9e-16   57.5   0.0   551   684  1203  1339  1162  1389 0.75 -
2334_g               -            804 3102at5794           -            734   1.6e-31  107.3  11.2   1   2   1.6e-14   1.4e-11   41.4   0.3    43   160    35   180    14   188 0.73 -
2334_g               -            804 3102at5794           -            734   1.6e-31  107.3  11.2   2   2   3.8e-22   3.3e-19   66.6   5.3   309   688   426   796   356   802 0.74 -
1127_g               -            755 3102at5794           -            734   1.3e-21   74.6  11.1   1   2   2.7e-23   2.3e-20   70.4  10.0    43   403    88   455    48   462 0.73 -
1127_g               -            755 3102at5794           -            734   1.3e-21   74.6  11.1   2   2    0.0089       7.7    2.6   0.0   599   674   544   618   521   633 0.89 -
4053_g               -           1086 3102at5794           -            734   1.3e-16   58.0   3.4   1   2   1.5e-19   1.3e-16   58.0   3.4    31   198   215   388   189   457 0.66 -
4053_g               -           1086 3102at5794           -            734   1.3e-16   58.0   3.4   2   2       0.2   1.8e+02   -1.9   0.1   458   485   819   846   744   926 0.58 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/3102at5794.hmm
# Target file:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pf_new.faa
# Option settings: hmmsearch --domtblout /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pf/run_apicomplexa_odb10/hmmer_output/initial_run_results/3102at5794.out --cpu 1 /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/3102at5794.hmm /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pf_new.faa 
# Current dir:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed
# Date:            Wed Mar  1 19:29:22 2023
# [ok]
