#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
3311_g               -            310 21541at5794          -            253   6.7e-96  318.7  54.4   1   1   5.7e-98   2.3e-95  316.9  54.4     3   252    15   301    13   302 0.88 -
1578_g               -           1096 21541at5794          -            253   5.1e-17   60.2 117.4   1   6       1.1   4.2e+02   -1.8   0.9   212   229    56    73    37   147 0.64 -
1578_g               -           1096 21541at5794          -            253   5.1e-17   60.2 117.4   2   6      0.11        44    1.5  13.3    83   190   390   432   316   435 0.52 -
1578_g               -           1096 21541at5794          -            253   5.1e-17   60.2 117.4   3   6    0.0026         1    6.8   0.6    61   103   417   460   412   495 0.68 -
1578_g               -           1096 21541at5794          -            253   5.1e-17   60.2 117.4   4   6   7.4e-11     3e-08   31.5  32.6     9   195   540   722   532   756 0.81 -
1578_g               -           1096 21541at5794          -            253   5.1e-17   60.2 117.4   5   6   6.6e-05     0.027   12.0  12.3    42    96   770   828   734   840 0.76 -
1578_g               -           1096 21541at5794          -            253   5.1e-17   60.2 117.4   6   6   3.6e-13   1.5e-10   39.1  23.0    31   144   862   980   842  1011 0.76 -
1766_g               -            339 21541at5794          -            253   7.5e-17   59.7  46.0   1   2     1e-06   0.00042   17.9  11.9    70   145    19    94     9    96 0.93 -
1766_g               -            339 21541at5794          -            253   7.5e-17   59.7  46.0   2   2   1.2e-15   4.8e-13   47.2  28.3    33   184    91   247    89   272 0.85 -
885_g                -            196 21541at5794          -            253   5.3e-16   56.9  13.8   1   1   5.2e-18   2.1e-15   54.9  13.6    30   134    36   142    20   182 0.75 -
4225_g               -            396 21541at5794          -            253   3.7e-15   54.1  37.5   1   1   9.2e-18   3.7e-15   54.1  37.5    20   172    71   225    50   259 0.80 -
4525_g               -            349 21541at5794          -            253   8.7e-15   52.9  45.6   1   2   2.6e-16     1e-13   49.4  19.8    45   142    31   128     4   132 0.69 -
4525_g               -            349 21541at5794          -            253   8.7e-15   52.9  45.6   2   2    0.0011      0.44    8.0  17.7    29   212   137   323   129   340 0.72 -
1579_g               -            394 21541at5794          -            253   4.8e-13   47.2  41.4   1   3   9.6e-09   3.9e-06   24.6  17.7    42   143     2   106     1   111 0.84 -
1579_g               -            394 21541at5794          -            253   4.8e-13   47.2  41.4   2   3   2.4e-12   9.8e-10   36.4  15.7    37   134    87   186    85   198 0.87 -
1579_g               -            394 21541at5794          -            253   4.8e-13   47.2  41.4   3   3         1     4e+02   -1.7   2.9    40    68   341   369   293   378 0.63 -
2288_g               -            448 21541at5794          -            253   6.8e-11   40.1  25.5   1   3   1.7e-13   6.8e-11   40.1  25.5    29   135     6   121     2   132 0.82 -
2288_g               -            448 21541at5794          -            253   6.8e-11   40.1  25.5   2   3      0.19        77    0.7   3.4    74   104   103   134    95   184 0.68 -
2288_g               -            448 21541at5794          -            253   6.8e-11   40.1  25.5   3   3       4.6   1.8e+03   -3.8   0.1   138   156   287   307   284   311 0.75 -
653_g                -            176 21541at5794          -            253   2.6e-10   38.2  13.3   1   1   1.1e-12   4.3e-10   37.5  12.7    45   134    21   114     4   129 0.83 -
449_g                -            255 21541at5794          -            253   2.9e-10   38.1  21.7   1   3   7.2e-13   2.9e-10   38.1  21.7    30   143     9   125     1   138 0.75 -
449_g                -            255 21541at5794          -            253   2.9e-10   38.1  21.7   2   3     0.004       1.6    6.2   7.0    64    98   139   175   133   202 0.66 -
449_g                -            255 21541at5794          -            253   2.9e-10   38.1  21.7   3   3         5     2e+03   -4.0   0.2    38    46   226   234   219   248 0.43 -
1535_g               -            282 21541at5794          -            253     6e-07   27.2  10.1   1   2   6.1e-09   2.4e-06   25.2   9.8    41   134    29   132     8   139 0.75 -
1535_g               -            282 21541at5794          -            253     6e-07   27.2  10.1   2   2      0.79   3.2e+02   -1.3   0.0   230   248   145   163   134   167 0.85 -
1910_g               -            250 21541at5794          -            253   1.7e-06   25.8  28.0   1   3       4.8   1.9e+03   -3.9  11.3   120   200    54   141    36   141 0.71 -
1910_g               -            250 21541at5794          -            253   1.7e-06   25.8  28.0   2   3   9.6e-07   0.00038   18.0  22.3    20   111    99   189    81   191 0.77 -
1910_g               -            250 21541at5794          -            253   1.7e-06   25.8  28.0   3   3   1.9e-06   0.00076   17.1   0.4   202   249   177   224   176   228 0.92 -
2965_g               -            342 21541at5794          -            253       7.7    3.9  47.8   1   4       1.6   6.6e+02   -2.4   1.8   185   208     2    25     1    51 0.71 -
2965_g               -            342 21541at5794          -            253       7.7    3.9  47.8   2   4    0.0011      0.42    8.1  13.9    40   123   102   187    91   189 0.82 -
2965_g               -            342 21541at5794          -            253       7.7    3.9  47.8   3   4   0.00065      0.26    8.8  26.6    47   162   155   268   147   291 0.56 -
2965_g               -            342 21541at5794          -            253       7.7    3.9  47.8   4   4     0.026        10    3.5   3.9    62   126   238   311   235   321 0.69 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/21541at5794.hmm
# Target file:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pf_new.faa
# Option settings: hmmsearch --domtblout /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pf/run_apicomplexa_odb10/hmmer_output/initial_run_results/21541at5794.out --cpu 1 /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/21541at5794.hmm /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pf_new.faa 
# Current dir:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed
# Date:            Wed Mar  1 19:29:05 2023
# [ok]
