#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
2859_g               -           1518 1482at5794           -            857         0 1158.2  42.0   1   6   1.2e-45     2e-42  143.1   5.1     1   157    71   263    71   276 0.84 -
2859_g               -           1518 1482at5794           -            857         0 1158.2  42.0   2   6   1.7e-25   2.9e-22   76.5   2.7   166   251   355   445   346   480 0.88 -
2859_g               -           1518 1482at5794           -            857         0 1158.2  42.0   3   6   1.6e-65   2.7e-62  208.9   0.0   244   435   533   782   507   796 0.83 -
2859_g               -           1518 1482at5794           -            857         0 1158.2  42.0   4   6   1.2e-76   2.1e-73  245.7   2.3   428   564   918  1057   902  1065 0.94 -
2859_g               -           1518 1482at5794           -            857         0 1158.2  42.0   5   6   4.1e-55     7e-52  174.4   0.0   563   681  1088  1229  1080  1236 0.84 -
2859_g               -           1518 1482at5794           -            857         0 1158.2  42.0   6   6  3.6e-101   6.3e-98  326.8   4.3   676   856  1318  1511  1316  1512 0.93 -
4886_g               -           1341 1482at5794           -            857  2.1e-149  497.1  12.1   1   5    0.0068        12    1.6   0.0     2    32    50    80    49    87 0.90 -
4886_g               -           1341 1482at5794           -            857  2.1e-149  497.1  12.1   2   5   1.6e-12   2.7e-09   33.5   0.0    66   121   157   212   140   226 0.89 -
4886_g               -           1341 1482at5794           -            857  2.1e-149  497.1  12.1   3   5   2.1e-10   3.6e-07   26.5   0.0   174   339   357   553   346   592 0.71 -
4886_g               -           1341 1482at5794           -            857  2.1e-149  497.1  12.1   4   5   1.3e-45   2.3e-42  142.9   0.8   407   559   680   835   615   862 0.89 -
4886_g               -           1341 1482at5794           -            857  2.1e-149  497.1  12.1   5   5     1e-91   1.7e-88  295.5   0.9   600   854  1084  1339  1060  1340 0.92 -
2088_g               -           1457 1482at5794           -            857  1.4e-146  487.8  24.9   1   4   9.3e-21   1.6e-17   60.7   2.8     2   123   256   398   255   472 0.71 -
2088_g               -           1457 1482at5794           -            857  1.4e-146  487.8  24.9   2   4   1.9e-10   3.3e-07   26.6   4.1   159   339   522   749   469   847 0.69 -
2088_g               -           1457 1482at5794           -            857  1.4e-146  487.8  24.9   3   4     4e-43   6.9e-40  134.8   0.0   408   564   874  1027   866  1051 0.90 -
2088_g               -           1457 1482at5794           -            857  1.4e-146  487.8  24.9   4   4   1.9e-85   3.4e-82  274.7   0.7   601   851  1201  1446  1150  1450 0.92 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/1482at5794.hmm
# Target file:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pf_new.faa
# Option settings: hmmsearch --domtblout /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pf/run_apicomplexa_odb10/hmmer_output/initial_run_results/1482at5794.out --cpu 1 /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/1482at5794.hmm /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pf_new.faa 
# Current dir:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed
# Date:            Wed Mar  1 19:28:55 2023
# [ok]
