#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
2227_g               -           1310 1928at5794           -            958         0 1554.8  11.3   1   2  7.8e-209  1.9e-205  682.9   1.3    26   422   139   591   123   614 0.91 -
2227_g               -           1310 1928at5794           -            958         0 1554.8  11.3   2   2  3.1e-266  7.7e-263  872.9   3.0   420   957   667  1292   661  1293 0.89 -
3831_g               -           1386 1928at5794           -            958  6.3e-110  366.7  53.1   1   6      0.22   5.4e+02   -3.7   0.3   255   285    31    61    27    66 0.84 -
3831_g               -           1386 1928at5794           -            958  6.3e-110  366.7  53.1   2   6   6.9e-27   1.7e-23   80.7   1.7    27   134   114   231    90   280 0.80 -
3831_g               -           1386 1928at5794           -            958  6.3e-110  366.7  53.1   3   6   1.5e-34   3.8e-31  106.0   2.2   135   259   313   442   307   450 0.93 -
3831_g               -           1386 1928at5794           -            958  6.3e-110  366.7  53.1   4   6   7.4e-17   1.8e-13   47.5   0.3   268   376   502   615   485   631 0.85 -
3831_g               -           1386 1928at5794           -            958  6.3e-110  366.7  53.1   5   6     0.018        44   -0.1   0.0   383   421   656   694   626   741 0.78 -
3831_g               -           1386 1928at5794           -            958  6.3e-110  366.7  53.1   6   6   4.6e-45   1.1e-41  140.9  20.5   437   893   840  1375   828  1378 0.72 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/1928at5794.hmm
# Target file:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Py_new.faa
# Option settings: hmmsearch --domtblout /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Py/run_apicomplexa_odb10/hmmer_output/initial_run_results/1928at5794.out --cpu 1 /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/1928at5794.hmm /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Py_new.faa 
# Current dir:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed
# Date:            Wed Mar  1 19:32:53 2023
# [ok]
