#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
509_g                -            882 2962at5794           -            660         0 1215.2   2.0   1   2  2.5e-158  8.7e-156  518.2   0.0     1   303    19   343    19   388 0.92 -
509_g                -            882 2962at5794           -            660         0 1215.2   2.0   2   2  6.5e-212  2.3e-209  695.2   0.9   289   656   453   870   439   875 0.91 -
2529_g               -            305 2962at5794           -            660   2.3e-82  275.5   0.2   1   1   7.8e-85   2.8e-82  275.3   0.2   327   643     8   300     3   304 0.91 -
2133_g               -            484 2962at5794           -            660   2.7e-66  222.5   1.0   1   1     1e-68   3.7e-66  222.0   1.0   346   626   188   452   144   463 0.89 -
1843_g               -           2127 2962at5794           -            660   1.2e-63  213.6   9.1   1   2   4.4e-11   1.5e-08   31.6   0.1   348   407  1273  1332  1242  1340 0.85 -
1843_g               -           2127 2962at5794           -            660   1.2e-63  213.6   9.1   2   2   5.5e-57   1.9e-54  183.3   4.8   412   644  1365  1633  1350  1645 0.77 -
2111_g               -            309 2962at5794           -            660   1.5e-63  213.4   0.7   1   1   5.4e-66   1.9e-63  213.1   0.7   346   631    17   280     3   302 0.90 -
2926_g               -            309 2962at5794           -            660   2.1e-62  209.6   0.6   1   1   7.6e-65   2.7e-62  209.3   0.6   342   630    14   281     7   298 0.91 -
755_g                -            524 2962at5794           -            660   9.1e-59  197.6   0.6   1   2   5.4e-61   1.9e-58  196.5   0.3   347   625    51   322    39   333 0.90 -
755_g                -            524 2962at5794           -            660   9.1e-59  197.6   0.6   2   2         1   3.6e+02   -2.6   0.0    89   108   467   486   462   491 0.89 -
1660_g               -            697 2962at5794           -            660   3.5e-51  172.5   1.1   1   1   1.6e-53   5.5e-51  171.9   1.1   282   627   330   664   319   682 0.82 -
2606_g               -            955 2962at5794           -            660   3.9e-49  165.7   2.5   1   1   2.2e-51   7.8e-49  164.8   2.5   322   632   174   481   142   500 0.77 -
3853_g               -            584 2962at5794           -            660   3.3e-17   60.2   0.0   1   2   1.8e-13   6.5e-11   39.5   0.0    14   144   227   363   213   368 0.79 -
3853_g               -            584 2962at5794           -            660   3.3e-17   60.2   0.0   2   2   3.4e-07   0.00012   18.8   0.0    49   139   371   467   362   475 0.81 -
3854_g               -            516 2962at5794           -            660   6.3e-16   56.0   1.1   1   1   2.1e-17   7.5e-15   52.5   1.1     3   235    77   328    75   438 0.74 -
1220_g               -            597 2962at5794           -            660   9.2e-10   35.7   0.1   1   2      0.59   2.1e+02   -1.9   0.0   154   185   134   171   127   179 0.56 -
1220_g               -            597 2962at5794           -            660   9.2e-10   35.7   0.1   2   2   1.9e-11   6.6e-09   32.8   0.1    56   360   197   513   174   537 0.63 -
3174_g               -            898 2962at5794           -            660   1.3e-08   31.9   0.0   1   3   4.5e-10   1.6e-07   28.3   0.0     2   140    75   228    74   253 0.79 -
3174_g               -            898 2962at5794           -            660   1.3e-08   31.9   0.0   2   3       1.2   4.2e+02   -2.9   0.0   260   283   378   401   354   423 0.70 -
3174_g               -            898 2962at5794           -            660   1.3e-08   31.9   0.0   3   3      0.22        77   -0.4   0.0    79   101   427   449   419   463 0.85 -
564_g                -            630 2962at5794           -            660   2.4e-06   24.4   0.5   1   3     0.099        35    0.7   0.0    38   100   125   186    93   201 0.51 -
564_g                -            630 2962at5794           -            660   2.4e-06   24.4   0.5   2   3   1.9e-07   6.7e-05   19.6   0.0    69   279   217   415   186   442 0.71 -
564_g                -            630 2962at5794           -            660   2.4e-06   24.4   0.5   3   3         2   6.9e+02   -3.6   0.1   334   370   563   600   555   607 0.74 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/2962at5794.hmm
# Target file:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Py_new.faa
# Option settings: hmmsearch --domtblout /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Py/run_apicomplexa_odb10/hmmer_output/initial_run_results/2962at5794.out --cpu 1 /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/2962at5794.hmm /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Py_new.faa 
# Current dir:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed
# Date:            Wed Mar  1 19:33:09 2023
# [ok]
