#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
1789_g               -            176 26728at5794          -            144   3.7e-62  206.3  11.7   1   1   8.3e-65   4.6e-62  205.9  11.7     1   144     1   157     1   157 0.94 -
3082_g               -            311 26728at5794          -            144   1.2e-21   74.9  41.0   1   4   2.3e-12   1.2e-09   35.9  14.2     5   100    30   123    26   132 0.92 -
3082_g               -            311 26728at5794          -            144   1.2e-21   74.9  41.0   2   4   3.2e-13   1.7e-10   38.7   5.9    17   100    86   167    85   172 0.92 -
3082_g               -            311 26728at5794          -            144   1.2e-21   74.9  41.0   3   4   1.3e-09   6.9e-07   27.0   5.0    15    97   128   209   124   211 0.92 -
3082_g               -            311 26728at5794          -            144   1.2e-21   74.9  41.0   4   4     2e-05     0.011   13.4   9.7    42   134   200   299   199   305 0.82 -
2679_g               -           1474 26728at5794          -            144   2.2e-12   44.8 137.9   1   8   4.6e-05     0.025   12.2  12.3    33   132    25   121    11   121 0.88 -
2679_g               -           1474 26728at5794          -            144   2.2e-12   44.8 137.9   2   8   7.3e-08     4e-05   21.3  14.2    29   143   110   233   105   234 0.82 -
2679_g               -           1474 26728at5794          -            144   2.2e-12   44.8 137.9   3   8       2.4   1.3e+03   -3.0   0.9    79   133   443   497   438   498 0.83 -
2679_g               -           1474 26728at5794          -            144   2.2e-12   44.8 137.9   4   8      0.18        99    0.6   8.1    56   132   742   824   725   828 0.73 -
2679_g               -           1474 26728at5794          -            144   2.2e-12   44.8 137.9   5   8   1.1e-07   5.8e-05   20.8  13.1    35   110   975  1050   957  1054 0.90 -
2679_g               -           1474 26728at5794          -            144   2.2e-12   44.8 137.9   6   8       3.5   1.9e+03   -3.6  15.5    17    95  1044  1127  1042  1143 0.75 -
2679_g               -           1474 26728at5794          -            144   2.2e-12   44.8 137.9   7   8   3.8e-06    0.0021   15.7   6.1    17    70  1159  1215  1148  1234 0.79 -
2679_g               -           1474 26728at5794          -            144   2.2e-12   44.8 137.9   8   8   1.7e-08   9.4e-06   23.3  17.0    13   140  1258  1387  1247  1390 0.85 -
4713_g               -            340 26728at5794          -            144   1.2e-11   42.5  47.1   1   4   1.1e-06    0.0006   17.5  10.7    15    93    34   110    19   110 0.91 -
4713_g               -            340 26728at5794          -            144   1.2e-11   42.5  47.1   2   4   1.2e-11   6.6e-09   33.6  18.2    16   116    79   176    76   182 0.92 -
4713_g               -            340 26728at5794          -            144   1.2e-11   42.5  47.1   3   4   1.9e-05     0.011   13.5  10.5    37   127   167   257   163   267 0.90 -
4713_g               -            340 26728at5794          -            144   1.2e-11   42.5  47.1   4   4       1.2   6.5e+02   -2.1   0.1   124   140   306   322   278   326 0.65 -
4412_g               -            363 26728at5794          -            144     8e-10   36.5  27.8   1   3   9.5e-08   5.2e-05   20.9   3.2    14    73    35    94    22   103 0.87 -
4412_g               -            363 26728at5794          -            144     8e-10   36.5  27.8   2   3   5.9e-06    0.0032   15.1   8.6    39    93   103   158    96   210 0.88 -
4412_g               -            363 26728at5794          -            144     8e-10   36.5  27.8   3   3   7.5e-05     0.041   11.5   0.9   100   140   257   303   252   307 0.75 -
2638_g               -            280 26728at5794          -            144   8.9e-10   36.4   1.1   1   1   2.8e-12   1.5e-09   35.6   1.1     6   132    34   163    28   169 0.81 -
3261_g               -            234 26728at5794          -            144   2.6e-07   28.4   4.3   1   2      0.35   1.9e+02   -0.4   0.2    28    43    28    43     4    83 0.55 -
3261_g               -            234 26728at5794          -            144   2.6e-07   28.4   4.3   2   2   4.7e-10   2.6e-07   28.4   4.3     6   128    88   210    83   226 0.86 -
215_g                -            203 26728at5794          -            144   1.4e-06   26.0  26.0   1   2     0.001      0.57    7.8   3.0    48    96    16    63     4    69 0.79 -
215_g                -            203 26728at5794          -            144   1.4e-06   26.0  26.0   2   2   1.1e-08   6.2e-06   23.9  15.2    24   141    75   201    66   202 0.88 -
490_g                -            251 26728at5794          -            144   8.3e-05   20.3  14.1   1   3       1.7   9.4e+02   -2.6   4.7    31    52   100   121    71   146 0.57 -
490_g                -            251 26728at5794          -            144   8.3e-05   20.3  14.1   2   3    0.0014      0.76    7.4  13.8    27    94   134   203   122   206 0.80 -
490_g                -            251 26728at5794          -            144   8.3e-05   20.3  14.1   3   3   1.5e-07   8.3e-05   20.3  14.1    67   143   152   235   151   236 0.81 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/26728at5794.hmm
# Target file:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Py_new.faa
# Option settings: hmmsearch --domtblout /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Py/run_apicomplexa_odb10/hmmer_output/initial_run_results/26728at5794.out --cpu 1 /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/26728at5794.hmm /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Py_new.faa 
# Current dir:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed
# Date:            Wed Mar  1 19:33:04 2023
# [ok]
