#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
3769_g               -           1471 1482at5794           -            857         0 1144.2  43.0   1   6   5.9e-44   9.7e-41  137.5   6.7     1   159    89   283    89   318 0.81 -
3769_g               -           1471 1482at5794           -            857         0 1144.2  43.0   2   6   4.9e-24   8.1e-21   71.6   1.8   168   248   375   460   337   483 0.82 -
3769_g               -           1471 1482at5794           -            857         0 1144.2  43.0   3   6   3.6e-62     6e-59  197.7   0.1   247   434   557   802   537   815 0.84 -
3769_g               -           1471 1482at5794           -            857         0 1144.2  43.0   4   6   2.1e-77   3.4e-74  248.2   2.1   428   568   915  1058   904  1070 0.94 -
3769_g               -           1471 1482at5794           -            857         0 1144.2  43.0   5   6   3.1e-56   5.1e-53  178.1   0.0   565   681  1086  1224  1076  1231 0.85 -
3769_g               -           1471 1482at5794           -            857         0 1144.2  43.0   6   6  9.6e-102   1.6e-98  328.7   3.3   674   856  1269  1464  1260  1465 0.92 -
4228_g               -           1299 1482at5794           -            857  4.5e-146  486.0  15.5   1   5    0.0067        11    1.7   0.1     2    32    38    68    37    72 0.91 -
4228_g               -           1299 1482at5794           -            857  4.5e-146  486.0  15.5   2   5   6.7e-12   1.1e-08   31.4   0.0    66   121   145   200   103   216 0.88 -
4228_g               -           1299 1482at5794           -            857  4.5e-146  486.0  15.5   3   5   3.2e-10   5.3e-07   25.9   0.0   202   339   384   543   339   664 0.74 -
4228_g               -           1299 1482at5794           -            857  4.5e-146  486.0  15.5   4   5   2.2e-46   3.5e-43  145.6   1.3   409   559   672   825   666   849 0.93 -
4228_g               -           1299 1482at5794           -            857  4.5e-146  486.0  15.5   5   5   3.9e-89   6.4e-86  287.0   1.3   600   854  1042  1297  1024  1298 0.92 -
3311_g               -           1392 1482at5794           -            857  3.2e-142  473.2  21.4   1   5   1.7e-20   2.8e-17   59.9   2.4     2   123   260   402   259   476 0.73 -
3311_g               -           1392 1482at5794           -            857  3.2e-142  473.2  21.4   2   5   0.00058      0.94    5.2   1.5   159   239   526   614   473   639 0.70 -
3311_g               -           1392 1482at5794           -            857  3.2e-142  473.2  21.4   3   5   4.4e-09   7.2e-06   22.1   0.1   262   338   669   758   657   858 0.77 -
3311_g               -           1392 1482at5794           -            857  3.2e-142  473.2  21.4   4   5   7.7e-44   1.3e-40  137.1   0.1   408   565   884  1038   875  1065 0.91 -
3311_g               -           1392 1482at5794           -            857  3.2e-142  473.2  21.4   5   5   2.2e-80   3.6e-77  258.0   0.0   573   802  1137  1369  1113  1379 0.88 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/1482at5794.hmm
# Target file:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Py_new.faa
# Option settings: hmmsearch --domtblout /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Py/run_apicomplexa_odb10/hmmer_output/initial_run_results/1482at5794.out --cpu 1 /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/1482at5794.hmm /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Py_new.faa 
# Current dir:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed
# Date:            Wed Mar  1 19:32:47 2023
# [ok]
