#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
550_g                -           2571 2619at5794           -            784         0 1246.8  58.7   1   4         4   4.9e+03   -8.6   6.1   509   634    58   186    50   196 0.62 -
550_g                -           2571 2619at5794           -            784         0 1246.8  58.7   2   4         0         0 1183.5  26.4     1   660  1547  2296  1547  2303 0.92 -
550_g                -           2571 2619at5794           -            784         0 1246.8  58.7   3   4   1.1e-21   1.3e-18   64.6   1.8   658   730  2344  2433  2340  2490 0.69 -
550_g                -           2571 2619at5794           -            784         0 1246.8  58.7   4   4   0.00018      0.23    7.6   3.9   745   780  2514  2556  2456  2562 0.69 -
334_g                -           1295 2619at5794           -            784   2.5e-41  139.8  21.3   1   3   1.1e-14   1.4e-11   41.4   0.0    24   181   126   291    94   296 0.82 -
334_g                -           1295 2619at5794           -            784   2.5e-41  139.8  21.3   2   3   6.9e-22   8.5e-19   65.3   4.1   225   404   459   643   454   670 0.84 -
334_g                -           1295 2619at5794           -            784   2.5e-41  139.8  21.3   3   3   1.6e-13     2e-10   37.6   6.8   421   687   692   976   679   995 0.73 -
2897_g               -           1185 2619at5794           -            784   7.1e-25   85.4  43.0   1   4   3.6e-20   4.5e-17   59.6   0.2     8   175   235   408   228   419 0.82 -
2897_g               -           1185 2619at5794           -            784   7.1e-25   85.4  43.0   2   4   4.8e-10     6e-07   26.1   0.1   342   405   621   683   599   714 0.88 -
2897_g               -           1185 2619at5794           -            784   7.1e-25   85.4  43.0   3   4   1.5e-05     0.019   11.2  14.2   422   655   745   968   725   983 0.72 -
2897_g               -           1185 2619at5794           -            784   7.1e-25   85.4  43.0   4   4     0.023        29    0.7   8.7   627   714   982  1061   954  1127 0.62 -
1324_g               -           1612 2619at5794           -            784   7.6e-13   45.6  43.1   1   6     0.004       4.9    3.2   0.0    29    78   205   260   174   277 0.72 -
1324_g               -           1612 2619at5794           -            784   7.6e-13   45.6  43.1   2   6    0.0055       6.8    2.7   0.2   118   171   359   412   313   420 0.84 -
1324_g               -           1612 2619at5794           -            784   7.6e-13   45.6  43.1   3   6   0.00016       0.2    7.8   0.4   236   284   585   636   572   749 0.76 -
1324_g               -           1612 2619at5794           -            784   7.6e-13   45.6  43.1   4   6   1.2e-07   0.00014   18.2   1.7   336   440   765   861   756   870 0.84 -
1324_g               -           1612 2619at5794           -            784   7.6e-13   45.6  43.1   5   6   1.8e-07   0.00022   17.6   0.0   483   526  1076  1119  1072  1163 0.80 -
1324_g               -           1612 2619at5794           -            784   7.6e-13   45.6  43.1   6   6   9.7e-05      0.12    8.5  17.3   532   713  1210  1419  1193  1456 0.67 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/2619at5794.hmm
# Target file:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Py_new.faa
# Option settings: hmmsearch --domtblout /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Py/run_apicomplexa_odb10/hmmer_output/initial_run_results/2619at5794.out --cpu 1 /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/2619at5794.hmm /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Py_new.faa 
# Current dir:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed
# Date:            Wed Mar  1 19:33:03 2023
# [ok]
