#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
492_g                -           2563 2648at5794           -            822         0 1073.7  31.2   1   6   7.6e-46   1.2e-42  143.9   0.0     2    96   414   508   413   535 0.93 -
492_g                -           2563 2648at5794           -            822         0 1073.7  31.2   2   6   7.8e-67   1.3e-63  213.4   0.8    91   307   700   975   684  1009 0.80 -
492_g                -           2563 2648at5794           -            822         0 1073.7  31.2   3   6   1.9e-85   3.2e-82  274.9   0.5   299   505  1103  1348  1097  1351 0.87 -
492_g                -           2563 2648at5794           -            822         0 1073.7  31.2   4   6   1.3e-70   2.1e-67  225.9   0.2   504   635  1518  1650  1513  1660 0.96 -
492_g                -           2563 2648at5794           -            822         0 1073.7  31.2   5   6   7.3e-22   1.2e-18   64.6   1.2   620   680  1802  1862  1788  1866 0.84 -
492_g                -           2563 2648at5794           -            822         0 1073.7  31.2   6   6   1.8e-51     3e-48  162.5   2.9   695   821  2212  2358  2190  2359 0.89 -
3853_g               -            584 2648at5794           -            822   1.3e-20   71.1   2.9   1   2   4.8e-21   7.9e-18   61.9   0.3   120   322   166   384   154   391 0.75 -
3853_g               -            584 2648at5794           -            822   1.3e-20   71.1   2.9   2   2     9e-08   0.00015   18.0   0.2   213   320   318   437   317   454 0.72 -
1220_g               -            597 2648at5794           -            822   1.6e-15   54.2   0.1   1   2     9e-11   1.5e-07   27.9   0.0   119   258   142   290   135   306 0.78 -
1220_g               -            597 2648at5794           -            822   1.6e-15   54.2   0.1   2   2   1.2e-09     2e-06   24.2   0.0   133   246   323   444   310   453 0.87 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/2648at5794.hmm
# Target file:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Py_new.faa
# Option settings: hmmsearch --domtblout /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Py/run_apicomplexa_odb10/hmmer_output/initial_run_results/2648at5794.out --cpu 1 /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/2648at5794.hmm /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Py_new.faa 
# Current dir:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed
# Date:            Wed Mar  1 19:33:04 2023
# [ok]
